일차,hour,purchase_count,buyer_count,avg_dwell,avg_price,conversion_proxy
12,17,57,35,6.752631578947368,7661.403508771929,0.09965034965034965
12,18,52,34,6.436538461538461,6211.538461538462,0.09090909090909091
12,19,36,23,6.358333333333333,7675.0,0.06293706293706294
12,20,33,22,6.575757575757576,6678.787878787879,0.057692307692307696
12,21,29,15,8.179310344827586,7075.862068965517,0.050699300699300696
13,10,29,16,6.844827586206897,7631.0344827586205,0.03680203045685279
13,11,42,29,6.464285714285714,8145.238095238095,0.0532994923857868
13,12,78,47,6.964102564102565,6920.51282051282,0.09898477157360407
13,13,57,39,6.629824561403509,7991.228070175439,0.07233502538071065
13,14,91,57,6.732967032967033,7452.747252747253,0.11548223350253807
13,15,72,39,6.952777777777778,7352.777777777777,0.09137055837563451
13,16,78,43,6.792307692307692,5788.461538461538,0.09898477157360407
13,17,64,45,6.4296875,7715.625,0.08121827411167512
13,18,101,61,6.928712871287129,6772.277227722772,0.1281725888324873
13,19,37,28,6.045945945945946,8181.081081081081,0.046954314720812185
13,20,76,44,6.701315789473685,6242.105263157895,0.09644670050761421
13,21,63,37,6.8349206349206355,6858.730158730159,0.0799492385786802
14,10,47,26,6.7468085106382985,5678.723404255319,0.054461181923522596
14,11,69,40,6.843478260869565,8011.594202898551,0.07995365005793743
14,12,71,44,6.561971830985915,9753.521126760563,0.08227114716106605
14,13,119,71,6.481512605042016,7503.361344537815,0.13789107763615296
14,14,83,53,6.891566265060241,9898.795180722891,0.09617612977983778
14,15,85,52,6.616470588235294,7297.64705882353,0.0984936268829664
14,16,88,46,6.6909090909090905,6751.136363636364,0.10196987253765932
14,17,78,47,6.444871794871795,7508.974358974359,0.09038238702201622
14,18,60,42,6.196666666666667,7301.666666666667,0.06952491309385864
14,19,56,33,6.632142857142857,7994.642857142857,0.06488991888760139
14,20,58,31,7.113793103448276,6806.896551724138,0.06720741599073002
14,21,49,27,6.914285714285715,5338.775510204082,0.056778679026651215
15,10,21,16,6.199999999999999,9928.57142857143,0.03910614525139665
15,11,44,26,7.004545454545454,6859.090909090909,0.08193668528864059
15,12,55,35,6.441818181818182,7489.090909090909,0.10242085661080075
15,13,52,32,6.076923076923077,7871.153846153846,0.09683426443202979
15,14,65,38,6.336923076923076,7733.846153846154,0.12104283054003724
15,15,41,24,7.241463414634146,8956.09756097561,0.07635009310986965
15,16,43,25,7.416279069767441,7120.930232558139,0.08007448789571694
15,17,41,26,6.782926829268293,6926.829268292683,0.07635009310986965
15,18,58,33,6.998275862068965,7100.0,0.10800744878957169
15,19,44,28,6.615909090909091,5427.272727272727,0.08193668528864059
15,20,41,24,6.936585365853658,5792.682926829269,0.07635009310986965
15,21,32,17,6.590625,9212.5,0.0595903165735568
16,10,26,16,6.707692307692308,7400.0,0.05394190871369295
16,11,37,22,6.735135135135135,9613.513513513513,0.07676348547717843
16,12,52,36,5.949999999999999,6425.0,0.1078838174273859
16,13,52,33,7.025,6973.076923076923,0.1078838174273859
16,14,56,32,6.998214285714285,8605.357142857143,0.11618257261410789
16,15,48,25,7.285416666666666,12225.0,0.0995850622406639
16,16,46,28,6.506521739130435,6569.565217391304,0.0954356846473029
16,17,35,24,6.462857142857143,6734.285714285715,0.07261410788381743
16,18,36,26,7.188888888888889,8100.0,0.07468879668049792
16,19,46,26,6.517391304347826,5395.652173913043,0.0954356846473029
16,20,23,14,6.51304347826087,7073.913043478261,0.04771784232365145
16,21,25,16,6.244,8876.0,0.05186721991701245
17,10,31,21,6.838709677419355,12932.258064516129,0.045722713864306784
17,11,37,24,6.078378378378378,7224.324324324324,0.05457227138643068
17,12,70,44,6.651428571428572,6612.857142857143,0.10324483775811209
17,13,87,51,7.048275862068966,7885.057471264367,0.12831858407079647
17,14,83,47,6.118072289156626,9003.614457831325,0.1224188790560472
17,15,69,45,6.776811594202899,8092.753623188406,0.10176991150442478
17,16,54,34,7.105555555555555,7307.407407407408,0.07964601769911504
17,17,57,39,7.284210526315789,8891.228070175439,0.084070796460177
17,18,71,49,7.029577464788733,7769.014084507042,0.10471976401179942
17,19,60,34,6.8933333333333335,6475.0,0.08849557522123894
17,20,32,23,7.090625,5609.375,0.0471976401179941
17,21,27,17,6.681481481481482,6911.111111111111,0.03982300884955752
18,10,43,28,6.560465116279071,7704.6511627906975,0.05931034482758621
18,11,35,21,6.371428571428571,5051.428571428572,0.04827586206896552
18,12,65,41,6.870769230769231,7490.7692307692305,0.0896551724137931
18,13,71,44,6.563380281690141,8640.845070422536,0.09793103448275862
18,14,80,50,6.1987499999999995,6727.5,0.1103448275862069
18,15,65,43,6.764615384615384,7987.692307692308,0.0896551724137931
18,16,66,40,7.024242424242424,9615.151515151516,0.0910344827586207
18,17,79,51,6.832911392405062,6473.4177215189875,0.10896551724137932
18,18,69,37,7.091304347826087,9182.608695652174,0.09517241379310344
18,19,61,40,6.6000000000000005,8298.360655737704,0.08413793103448276
18,20,34,21,6.794117647058823,5955.882352941177,0.04689655172413793
18,21,57,31,6.582456140350877,8557.894736842105,0.07862068965517241
19,10,44,21,6.736363636363635,7372.727272727273,0.06800618238021638
19,11,55,32,7.067272727272727,5690.909090909091,0.08500772797527048
19,12,64,43,6.325,6264.0625,0.09891808346213292
19,13,68,44,7.026470588235294,7822.058823529412,0.10510046367851623
19,14,82,48,6.775609756097562,7709.756097560976,0.1267387944358578
19,15,62,36,6.967741935483871,7312.903225806452,0.09582689335394126
19,16,45,32,7.142222222222221,8571.111111111111,0.0695517774343122
19,17,50,31,7.086,8340.0,0.07727975270479134
19,18,47,36,6.742553191489361,6438.297872340426,0.07264296754250386
19,19,53,30,6.158490566037735,7184.905660377359,0.08191653786707882
19,20,40,27,6.7625,5840.0,0.061823802163833076
19,21,37,25,6.978378378378378,7054.054054054054,0.0571870170015456
20,10,34,21,7.017647058823529,6885.294117647059,0.03728070175438596
20,11,43,31,6.211627906976744,8986.046511627907,0.047149122807017545
20,12,81,43,7.096296296296296,8830.864197530864,0.08881578947368421
20,13,106,68,6.370754716981132,7641.509433962264,0.1162280701754386
20,14,79,53,7.167088607594938,7706.329113924051,0.08662280701754387
20,15,83,53,7.392771084337349,6832.530120481928,0.09100877192982457
20,16,78,44,6.97948717948718,7369.2307692307695,0.08552631578947369
20,17,86,56,6.732558139534884,6662.790697674419,0.09429824561403509
20,18,93,57,6.597849462365591,6177.419354838709,0.10197368421052631
20,19,102,58,6.647058823529412,6710.78431372549,0.1118421052631579
20,20,80,43,6.35375,6707.5,0.08771929824561403
20,21,47,29,6.578723404255319,6970.212765957447,0.051535087719298246
21,10,53,32,6.6415094339622645,7930.188679245283,0.05452674897119342
21,11,63,39,6.9603174603174605,6496.825396825397,0.06481481481481481
21,12,70,43,6.347142857142857,6891.428571428572,0.0720164609053498
21,13,112,68,6.78125,6794.642857142857,0.11522633744855967
21,14,118,71,7.095762711864406,8243.22033898305,0.12139917695473251
21,15,93,55,6.704301075268817,7638.709677419355,0.09567901234567901
21,16,84,51,6.5476190476190474,7182.142857142857,0.08641975308641975
21,17,103,58,6.998058252427184,6179.611650485437,0.10596707818930041
21,18,70,42,6.88,8438.57142857143,0.0720164609053498
21,19,83,51,6.349397590361446,7256.626506024097,0.08539094650205761
21,20,65,36,7.195384615384615,7272.307692307692,0.0668724279835391
21,21,58,35,6.658620689655172,6925.862068965517,0.059670781893004114
22,10,44,26,6.286363636363637,7336.363636363636,0.06102635228848821
22,11,45,29,6.775555555555555,9006.666666666666,0.06241331484049931
22,12,70,41,6.531428571428571,7575.714285714285,0.0970873786407767
22,13,77,48,6.661038961038961,5742.857142857143,0.10679611650485436
22,14,94,52,6.976595744680851,7042.553191489362,0.130374479889043
22,15,85,51,6.704705882352941,7414.117647058823,0.11789181692094314
22,16,54,32,6.596296296296296,7644.444444444444,0.07489597780859916
22,17,67,39,7.159701492537313,8200.0,0.09292649098474341
22,18,73,40,7.060273972602739,7408.219178082192,0.10124826629680998
22,19,45,32,7.088888888888889,12951.111111111111,0.06241331484049931
22,20,36,20,6.633333333333334,9013.888888888889,0.049930651872399444
22,21,31,17,7.52258064516129,8093.548387096775,0.04299583911234397
23,10,49,29,7.218367346938775,7934.693877551021,0.0649867374005305
23,11,56,35,6.958928571428571,8373.214285714286,0.07427055702917772
23,12,85,47,6.515294117647058,8205.882352941177,0.11273209549071618
23,13,72,39,6.398611111111111,7594.444444444444,0.09549071618037135
23,14,103,53,7.066019417475728,7274.757281553398,0.13660477453580902
23,15,63,37,7.147619047619048,8866.666666666666,0.08355437665782493
23,16,75,44,6.894666666666667,7525.333333333333,0.09946949602122016
23,17,58,37,6.974137931034483,7496.551724137931,0.07692307692307693
23,18,54,36,5.981481481481482,7516.666666666667,0.07161803713527852
23,19,63,41,6.388888888888889,5330.158730158731,0.08355437665782493
23,20,44,27,6.381818181818182,5736.363636363636,0.058355437665782495
23,21,32,22,7.078125,8103.125,0.042440318302387266
24,10,45,26,7.306666666666667,8173.333333333333,0.059602649006622516
24,11,59,32,7.167796610169491,6427.118644067797,0.0781456953642384
24,12,51,34,6.213725490196078,7307.843137254902,0.06754966887417219
24,13,101,55,7.147524752475247,6936.633663366337,0.1337748344370861
24,14,83,51,6.619277108433734,7392.77108433735,0.10993377483443709
24,15,98,56,6.604081632653061,7120.408163265306,0.12980132450331125
24,16,61,41,6.611475409836066,10126.22950819672,0.08079470198675497
24,17,69,38,6.998550724637681,9984.057971014492,0.0913907284768212
24,18,57,32,7.050877192982456,7926.315789473684,0.07549668874172186
24,19,55,33,7.050909090909091,7505.454545454545,0.0728476821192053
24,20,48,29,7.279166666666666,6216.666666666667,0.06357615894039735
24,21,28,18,6.95,8550.0,0.03708609271523179
25,10,29,19,6.920689655172414,7065.517241379311,0.05675146771037182
25,11,31,18,6.980645161290322,6774.193548387097,0.060665362035225046
25,12,36,22,6.052777777777778,6733.333333333333,0.07045009784735812
25,13,59,37,6.506779661016949,9323.728813559323,0.11545988258317025
25,14,60,34,6.569999999999999,7233.333333333333,0.11741682974559686
25,15,51,35,7.531372549019609,8292.156862745098,0.09980430528375733
25,16,36,22,6.847222222222222,6763.888888888889,0.07045009784735812
25,17,49,29,6.7122448979591836,6318.367346938776,0.0958904109589041
25,18,37,23,6.3621621621621625,7545.945945945946,0.07240704500978473
25,19,52,33,6.367307692307692,7382.692307692308,0.10176125244618395
25,20,38,22,6.894736842105263,9200.0,0.07436399217221135
25,21,33,19,6.263636363636364,6406.060606060606,0.06457925636007827
26,10,15,12,6.9399999999999995,7666.666666666667,0.021834061135371178
26,11,45,29,6.695555555555556,7611.111111111111,0.06550218340611354
26,12,68,42,6.476470588235294,5860.294117647059,0.09898107714701601
26,13,76,43,6.873684210526315,8530.263157894737,0.11062590975254731
26,14,79,45,6.906329113924051,6330.379746835443,0.11499272197962154
26,15,83,53,7.004819277108433,6566.265060240964,0.12081513828238719
26,16,57,39,6.387719298245615,7798.245614035088,0.08296943231441048
26,17,76,40,7.317105263157895,7946.0526315789475,0.11062590975254731
26,18,59,37,6.483050847457627,8247.457627118643,0.0858806404657933
26,19,59,34,6.83728813559322,8849.152542372882,0.0858806404657933
26,20,33,19,6.366666666666666,7327.272727272727,0.048034934497816595
26,21,37,21,7.186486486486487,7205.405405405405,0.053857350800582245
27,10,51,29,6.905882352941176,7278.431372549019,0.05730337078651685
27,11,56,32,6.923214285714286,7816.071428571428,0.06292134831460675
27,12,93,48,7.27741935483871,6331.182795698925,0.10449438202247191
27,13,85,53,6.521176470588235,7256.470588235294,0.09550561797752809
27,14,107,66,6.392523364485982,7176.6355140186915,0.12022471910112359
27,15,83,53,6.619277108433734,7018.0722891566265,0.09325842696629214
27,16,76,45,6.853947368421053,6430.263157894737,0.0853932584269663
27,17,69,44,6.271014492753623,6017.391304347826,0.07752808988764046
27,18,78,52,6.8769230769230765,7697.4358974358975,0.08764044943820225
27,19,76,42,6.744736842105263,6934.210526315789,0.0853932584269663
27,20,73,39,6.875342465753424,7317.808219178082,0.08202247191011236
27,21,43,28,6.81860465116279,8190.697674418605,0.048314606741573035
28,10,71,41,6.666197183098592,7105.633802816901,0.07215447154471545
28,11,68,42,6.730882352941176,6702.941176470588,0.06910569105691057
28,12,102,64,6.647058823529412,7852.941176470588,0.10365853658536585
28,13,112,65,7.0062500000000005,7544.642857142857,0.11382113821138211
28,14,80,51,6.76,8371.25,0.08130081300813008
28,15,92,60,7.373913043478261,8293.478260869566,0.09349593495934959
28,16,75,52,6.273333333333333,8542.666666666666,0.07621951219512195
28,17,108,63,7.003703703703703,8062.037037037037,0.10975609756097561
28,18,82,42,6.896341463414634,7802.4390243902435,0.08333333333333333
28,19,89,55,6.747191011235955,7994.38202247191,0.09044715447154472
28,20,42,34,6.788095238095239,8238.095238095239,0.042682926829268296
28,21,63,38,7.026984126984127,9615.873015873016,0.06402439024390244
29,10,13,9,6.092307692307693,8930.76923076923,0.020833333333333332
29,11,31,19,7.216129032258064,7532.258064516129,0.049679487179487176
29,12,44,28,6.3977272727272725,6745.454545454545,0.07051282051282051
29,13,76,46,7.057894736842105,7498.684210526316,0.12179487179487179
29,14,78,46,6.698717948717949,9438.461538461539,0.125
29,15,68,42,6.283823529411765,6254.411764705882,0.10897435897435898
29,16,70,38,6.724285714285714,8412.857142857143,0.11217948717948718
29,17,51,34,6.607843137254902,4517.64705882353,0.08173076923076923
29,18,52,29,7.109615384615385,5463.461538461538,0.08333333333333333
29,19,59,35,7.020338983050848,8072.881355932203,0.09455128205128205
29,20,47,30,6.093617021276596,7321.276595744681,0.07532051282051282
29,21,35,18,6.897142857142858,5654.285714285715,0.05608974358974359
30,10,29,18,6.717241379310345,8234.48275862069,0.0651685393258427
30,11,29,16,7.020689655172413,5772.413793103448,0.0651685393258427
30,12,43,27,6.909302325581396,7093.023255813953,0.09662921348314607
30,13,37,25,6.867567567567567,5921.621621621622,0.08314606741573034
30,14,37,22,6.897297297297297,6245.945945945946,0.08314606741573034
30,15,52,34,6.56923076923077,7425.0,0.11685393258426967
30,16,33,21,7.309090909090909,6724.242424242424,0.07415730337078652
30,17,35,21,6.4799999999999995,7160.0,0.07865168539325842
30,18,43,29,7.027906976744186,7337.209302325581,0.09662921348314607
30,19,35,23,7.022857142857142,8654.285714285714,0.07865168539325842
30,20,51,29,6.958823529411764,11274.509803921568,0.1146067415730337
30,21,21,14,6.366666666666666,10685.714285714286,0.04719101123595506
31,10,24,14,6.520833333333333,8029.166666666667,0.05010438413361169
31,11,26,15,7.046153846153846,6500.0,0.054279749478079335
31,12,58,35,7.4655172413793105,7379.310344827586,0.12108559498956159
31,13,45,26,6.891111111111112,7422.222222222223,0.09394572025052192
31,14,70,43,6.8757142857142854,6185.714285714285,0.14613778705636743
31,15,39,25,6.358974358974359,5907.692307692308,0.081419624217119
31,16,36,25,6.208333333333333,4680.555555555556,0.07515657620041753
31,17,25,14,6.98,7368.0,0.05219206680584551
31,18,59,31,7.377966101694915,7440.677966101695,0.12317327766179541
31,19,31,20,7.032258064516129,11251.612903225807,0.06471816283924843
31,20,43,26,7.037209302325582,5667.441860465116,0.08977035490605428
31,21,23,16,6.360869565217392,7956.521739130435,0.04801670146137787
32,10,36,23,6.647222222222222,6936.111111111111,0.04321728691476591
32,11,55,34,6.612727272727272,8709.09090909091,0.06602641056422569
32,12,77,46,6.845454545454546,7442.857142857143,0.09243697478991597
32,13,88,52,6.218181818181819,8137.5,0.1056422569027611
32,14,79,55,6.660759493670887,8325.316455696202,0.09483793517406963
32,15,107,60,7.186915887850467,7909.345794392523,0.12845138055222088
32,16,69,41,7.097101449275362,7647.826086956522,0.08283313325330131
32,17,75,47,6.661333333333333,7306.666666666667,0.09003601440576231
32,18,97,54,6.793814432989691,8142.268041237114,0.11644657863145258
32,19,70,37,7.554285714285713,8827.142857142857,0.08403361344537816
32,20,52,39,6.463461538461539,8201.923076923076,0.062424969987995196
32,21,28,18,6.260714285714286,10625.0,0.03361344537815126
33,10,40,24,6.76,6885.0,0.05291005291005291
33,11,36,26,6.733333333333333,10080.555555555555,0.047619047619047616
33,12,56,37,6.580357142857143,8398.214285714286,0.07407407407407407
33,13,106,61,6.719811320754717,8266.037735849057,0.1402116402116402
33,14,103,66,7.05631067961165,8467.961165048544,0.13624338624338625
33,15,76,41,6.8500000000000005,7336.8421052631575,0.10052910052910052
33,16,66,40,6.568181818181818,8384.848484848484,0.0873015873015873
33,17,66,44,6.728787878787879,8842.424242424242,0.0873015873015873
33,18,73,47,6.982191780821918,9121.917808219177,0.09656084656084656
33,19,73,42,6.813698630136986,6415.068493150685,0.09656084656084656
33,20,32,18,7.64375,9903.125,0.042328042328042326
33,21,29,18,6.427586206896552,4631.0344827586205,0.03835978835978836
34,10,44,27,6.418181818181818,7547.727272727273,0.057068741893644616
34,11,56,34,7.548214285714286,6783.928571428572,0.07263294422827497
34,12,90,50,6.772222222222222,6738.888888888889,0.11673151750972763
34,13,76,46,6.2328947368421055,5677.631578947368,0.09857328145265888
34,14,76,42,6.731578947368422,5931.578947368421,0.09857328145265888
34,15,67,43,7.208955223880597,8000.0,0.08690012970168612
34,16,55,35,7.28909090909091,7741.818181818182,0.07133592736705577
34,17,66,39,6.877272727272728,7513.636363636364,0.08560311284046693
34,18,76,45,6.613157894736841,8005.263157894737,0.09857328145265888
34,19,79,45,7.102531645569621,7358.227848101265,0.10246433203631647
34,20,38,27,6.147368421052631,6150.0,0.04928664072632944
34,21,48,25,6.804166666666667,5168.75,0.0622568093385214
35,10,44,28,6.797727272727273,8445.454545454546,0.05098493626882966
35,11,65,42,7.061538461538461,6300.0,0.07531865585168018
35,12,75,45,7.148000000000001,8506.666666666666,0.08690614136732329
35,13,89,52,6.656179775280899,6746.067415730337,0.10312862108922363
35,14,98,64,6.807142857142857,6539.7959183673465,0.11355735805330243
35,15,76,49,6.536842105263158,7223.684210526316,0.0880648899188876
35,16,75,45,7.018666666666666,6970.666666666667,0.08690614136732329
35,17,86,53,6.7337209302325585,7004.6511627906975,0.0996523754345307
35,18,73,42,6.867123287671233,6987.671232876713,0.08458864426419467
35,19,68,41,7.173529411764706,9169.117647058823,0.07879490150637311
35,20,72,39,6.805555555555555,9837.5,0.08342989571263036
35,21,42,26,6.392857142857143,6123.809523809524,0.04866743916570104
36,10,14,10,6.364285714285714,7157.142857142857,0.022151898734177215
36,11,31,17,6.812903225806451,8203.225806451614,0.0490506329113924
36,12,63,34,7.1460317460317455,10141.269841269841,0.09968354430379747
36,13,91,53,6.7736263736263735,7649.450549450549,0.1439873417721519
36,14,61,39,6.939344262295082,7127.868852459016,0.09651898734177215
36,15,69,40,6.823188405797102,7752.173913043478,0.10917721518987342
36,16,65,42,6.59076923076923,7629.2307692307695,0.10284810126582279
36,17,55,33,6.669090909090909,7729.090909090909,0.08702531645569621
36,18,54,29,6.998148148148148,9318.518518518518,0.08544303797468354
36,19,55,33,7.034545454545454,7401.818181818182,0.08702531645569621
36,20,46,25,6.543478260869565,5691.304347826087,0.07278481012658228
